3,Лекционная,2024-05-06 11:57:08.534+07,2024-05-06 11:57:08.534+07
1,Обычная,2024-05-06 11:57:08.534+07,2024-05-06 11:57:08.534+07
2,Компьютерный класс,2024-05-06 11:57:08.534+07,2025-02-23 18:56:18.453+07
