1,1-204,-1,2024-05-06 11:57:08.534+07,2024-05-06 11:57:08.534+07,2
2,1-203а,-1,2024-05-06 11:57:08.534+07,2024-05-06 11:57:08.534+07,2
3,1-203б,-1,2024-05-06 11:57:08.534+07,2024-05-06 11:57:08.534+07,2
6,1-307,-1,2024-05-06 11:57:08.534+07,2024-05-06 11:57:08.534+07,2
7,1-310,-1,2024-05-06 11:57:08.534+07,2024-05-06 11:57:08.534+07,2
8,1-208б,-1,2024-05-06 11:57:08.534+07,2024-05-06 11:57:08.534+07,2
9,1-212,-1,2024-05-06 11:57:08.534+07,2024-05-06 11:57:08.534+07,1
